1.091836264576101456e+01,3.442007377896979747e+00,-1.298326173339790834e+00,2.463732164156581916e+00,3.788828965576831909e+00,1.410842571485396268e+00,3.056873113882167203e+00,8.861432253818568583e+00,-1.873617436344042320e+00,-1.358430728832172862e+00,-4.652221938259458178e-01,-9.992568930156362939e+00
1.018387511350231378e+01,1.617548240449541375e+00,2.276350101318784347e+00,3.022103755885720666e+00,6.779805061497013341e+00,1.826871908774887698e+00,1.972088293768493372e+00,1.055770765227952879e+01,3.675177114954536250e+00,2.043971795211923848e+00,4.825802842905929424e+00,-9.968560032478691824e+00
1.135750848669706237e+01,2.887635815461140343e+00,4.833206243666967605e-01,2.919953488197427838e+00,7.686787915993107845e+00,2.729612729002413030e+00,2.324017397711712896e+00,9.362676258205576474e+00,2.260276185382202208e+00,3.350167146950747465e+00,3.034541325019288749e+00,-1.004441773230356461e+01
9.604146889221091499e+00,4.295548321467983932e+00,3.015025066510245377e+00,3.403635083631432412e+00,5.686475289827353841e+00,5.689306709607993007e-01,1.081163068058899057e+00,9.231421171732524300e+00,2.341958512523687030e+00,2.289170299209551729e+00,2.974604569172523583e+00,-9.998633498462233149e+00
9.351540858359502550e+00,2.756069631903683259e+00,1.878343129956034474e+00,1.730310874830927492e+00,7.015470973898854545e+00,3.245685512931533179e+00,2.672924909072302846e+00,1.017445152875170500e+01,3.411475875312811823e+00,3.466037946742837939e+00,1.569736325046382275e+00,-9.976830030201965016e+00
1.197555509571615850e+01,3.518137352344034685e+00,1.831148910766430271e+00,3.545943394968201989e+00,4.836013541433002771e+00,4.484212021629424005e-01,4.162930105089794885e+00,1.145479126377000867e+01,2.221833893926005388e+00,3.011071690785504185e+00,2.649270434197154245e+00,-9.984060517220591180e+00
1.052008864233235563e+01,4.340557608734581407e+00,3.079154141298134029e+00,3.387648179263386350e+00,5.764393620968230714e+00,5.604591780307743853e-01,1.431303411598800812e+00,9.394504143038895805e+00,2.453451024862529195e+00,1.693139474003484857e+00,4.442226125349260535e+00,-1.000246807761586609e+01
1.001981217630560472e+01,1.589600316406831970e+00,3.745567093987894891e-01,2.425755010118128219e+00,6.538074051357892991e+00,4.920615276993954623e+00,2.745408468606291841e-01,7.135470612977800720e+00,-1.512800428566182021e+00,2.241076163146809908e+00,1.535897808443927870e+00,-1.000142198952726602e+01
1.054345359638450397e+01,4.172412660829360576e+00,1.492994410908286662e+00,2.042995972845764729e+00,7.328309140072658323e+00,3.316903309662741606e+00,1.812277446380516688e+00,8.716256873588708487e+00,1.963040721127855770e+00,2.793056447360013905e+00,3.799396722301019658e+00,-9.974075883968675171e+00
8.373462823209804284e+00,3.342669874115706374e+00,8.281270630533069665e-01,2.838535150276566110e+00,7.620371131345021531e+00,4.285143478569824360e+00,4.969734010619010212e-01,7.173526936716859481e+00,-1.184054837230826385e+00,2.664365558225007202e+00,1.044991505128250342e+00,-9.980761469671049824e+00
